id,country,replied_to_tweet_id,replied_to_user_id,reply_text,tweet_text,tweet_lang,text_en,mentions,tweet_date,tweet_emoticons,hashtags,tweet_urls,text_es,text_hi,verified,sa
1466649875316043780,USA,1466578686031929354,939091,Its going to be funny when you investigate about the race and disparity with that and intensities and youre really gonna find they just kind of shut down anybody they disagree with even if a psychiatrist says a persons off the rocker it all comes down to the person signing,Its going to be funny when you investigate about the race and disparity with that and intensities and youre really gonna find they just kind of shut down anybody they disagree with even if a psychiatrist says a persons off the rocker it all comes down to the person signing,en,Its going to be funny when you investigate about the race and disparity with that and intensities and youre really gonna find they just kind of shut down anybody they disagree with even if a psychiatrist says a persons off the rocker it all comes down to the person signing,['JoeBiden'],2021-12-03T06:00:00Z,,,,,,,0.14777777777777779
1466649089886416896,USA,1466578686031929354,939091,What were those three bills because I dont like it when you just say vague bullshit like that,What were those three bills because I dont like it when you just say vague bullshit like that,en,What were those three bills because I dont like it when you just say vague bullshit like that,['JoeBiden'],2021-12-03T06:00:00Z,,,,,,,-0.5
1466648118724730880,USA,1466511999458693124,939091,Keep working on it Mr.President.We will too.This is how our country succeeds.,Keep working on it Mr.President.We will too.This is how our country succeeds.,en,Keep working on it Mr.President.We will too.This is how our country succeeds.,['JoeBiden'],2021-12-03T06:00:00Z,,,,,,,0.7
1466643528046444545,USA,1466578686031929354,939091,"Sir,kindly support UPSC(India) aspirants...tell ur good friend PM MODI to give students an extra attempt.","Sir,kindly support UPSC(India) aspirants...tell ur good friend PM MODI to give students an extra attempt.",en,"Sir,kindly support UPSC(India) aspirants...tell ur good friend PM MODI to give students an extra attempt.",['JoeBiden'],2021-12-03T06:00:00Z,,,,,,,0.35
1466637384217411584,USA,1466158919215198209,939091,Great leader you are talking,Great leader you are talking,en,Great leader you are talking,['JoeBiden'],2021-12-03T05:00:00Z,,,,,,,0.8
1466632136166109188,USA,1465488753577897991,939091,Why not offer incentives like $ for people to get vaccinated/boosted. Incentives make more sense than trying to mandate people to do something they are hesitant about.,Why not offer incentives like $ for people to get vaccinated/boosted. Incentives make more sense than trying to mandate people to do something they are hesitant about.,en,Why not offer incentives like $ for people to get vaccinated/boosted. Incentives make more sense than trying to mandate people to do something they are hesitant about.,['JoeBiden'],2021-12-03T05:00:00Z,,,,,,,0.5
1466631956620189708,USA,1466511999458693124,939091,Look at the UKs at home testing program. Do that here.,Look at the UKs at home testing program. Do that here.,en,Look at the UKs at home testing program. Do that here.,['JoeBiden'],2021-12-03T05:00:00Z,,,,,,,0.0
1466628824825696259,USA,1465776653267779589,939091,Well said but how about start by telling the media to stop sensationalizing everything that has to do with COVID. And somehow mandate the unvaccinated to get vaccinated. Enough is enough.,Well said but how about start by telling the media to stop sensationalizing everything that has to do with COVID. And somehow mandate the unvaccinated to get vaccinated. Enough is enough.,en,Well said but how about start by telling the media to stop sensationalizing everything that has to do with COVID. And somehow mandate the unvaccinated to get vaccinated. Enough is enough.,"['JoeBiden', 'JoeBiden']",2021-12-03T05:00:00Z,,,,,,,0.0
1466627839889920000,USA,1463575674933989377,939091,Act in Uganda now.It's too much.How many more Ugandans do you want dead?We want actions &amp; sanctions against 's regime.Museveni must go.,Act in Uganda now.It's too much.How many more Ugandans do you want dead?We want actions &amp; sanctions against 's regime.Museveni must go.,en,Act in Uganda now.It's too much.How many more Ugandans do you want dead?We want actions &amp; sanctions against 's regime.Museveni must go.,"['JoeBiden', 'KagutaMuseveni', 'IMFNews', 'IntlCrimCourt', 'SecBlinken']",2021-12-03T05:00:00Z,,"['M7NovMassacreUg', 'UgandaIsBleeding', 'FreeAllPoliticalPrisonersinUganda', 'NoMore']",,,,,0.5
1466627709497327620,USA,1466418132889837574,939091,The Democrats accuse Republicans of being Democrats. Again.,The Democrats accuse Republicans of being Democrats. Again.,en,The Democrats accuse Republicans of being Democrats. Again.,['JoeBiden'],2021-12-03T05:00:00Z,['🤡'],,,,,,0.0
1466626872771596290,USA,1466511999458693124,939091,yes Joe you are correct. once you are voted out in .,yes Joe you are correct. once you are voted out in .,en,yes Joe you are correct. once you are voted out in .,['JoeBiden'],2021-12-03T05:00:00Z,,,,,,,0.0
1466626262110199808,USA,1465006327688749058,939091,Your tweet was quoted in an article by hollywoodlife,Your tweet was quoted in an article by hollywoodlife,en,Your tweet was quoted in an article by hollywoodlife,['JoeBiden'],2021-12-03T05:00:00Z,,,['https://t.co/yCtbquiS1m'],,,,0.0
1466625977631399940,USA,1466466951069327360,939091,You fell off.,You fell off.,en,You fell off.,['JoeBiden'],2021-12-03T05:00:00Z,,,,,,,0.0
1466625972979912704,USA,1466418132889837574,939091,SALT,SALT,et,,['JoeBiden'],2021-12-03T05:00:00Z,,,,,,,0.0
1466625966168367111,USA,1463969998578368513,939091,What lies ahead are the big lies that you think people will BELIEVE!!!,What lies ahead are the big lies that you think people will BELIEVE!!!,en,What lies ahead are the big lies that you think people will BELIEVE!!!,['JoeBiden'],2021-12-03T05:00:00Z,,,,,,,0.0
1466625952289599491,USA,1466511999458693124,939091,You fell off,You fell off,en,You fell off,['JoeBiden'],2021-12-03T05:00:00Z,,,,,,,0.0
1466625924603035648,USA,1466578686031929354,939091,You fell off,You fell off,en,You fell off,['JoeBiden'],2021-12-03T05:00:00Z,,,,,,,0.0
1466625551678857216,USA,1466578686031929354,939091,Watch republicans try to take credit. Why are their raised automatic and never voted on?,Watch republicans try to take credit. Why are their raised automatic and never voted on?,en,Watch republicans try to take credit. Why are their raised automatic and never voted on?,['JoeBiden'],2021-12-03T04:00:00Z,,,,,,,0.0
1466624717205299201,USA,1466511999458693124,939091,We will again....but....not until !,We will again....but....not until !,en,We will again....but....not until !,['JoeBiden'],2021-12-03T04:00:00Z,,,,,,,0.0
1466624167273394177,USA,1466511999458693124,939091,I believe in America and we can do it.,I believe in America and we can do it.,en,I believe in America and we can do it.,['JoeBiden'],2021-12-03T04:00:00Z,,,,,,,0.0
1466623576262410244,USA,1466511999458693124,939091,You have already done that in just ten months. Thank you Mr. President!,You have already done that in just ten months. Thank you Mr. President!,en,You have already done that in just ten months. Thank you Mr. President!,['JoeBiden'],2021-12-03T04:00:00Z,,,,,,,0.0
1466623524164890627,USA,1466511999458693124,939091,Stop LYING Joe! I left the Democratic Party because all it does is LIE ! Americans cant afford gas!,Stop LYING Joe! I left the Democratic Party because all it does is LIE ! Americans cant afford gas!,en,Stop LYING Joe! I left the Democratic Party because all it does is LIE ! Americans cant afford gas!,['JoeBiden'],2021-12-03T04:00:00Z,,['Recession'],,,,,0.0
1466622912585211907,USA,1466511999458693124,939091,The key is WORKING. Please stop paying people to stay home. We need everyone to go back to work.,The key is WORKING. Please stop paying people to stay home. We need everyone to go back to work.,en,The key is WORKING. Please stop paying people to stay home. We need everyone to go back to work.,['JoeBiden'],2021-12-03T04:00:00Z,,,,,,,0.0
1466622856134070280,USA,1466578686031929354,939091,Lets go Brandon,Lets go Brandon,en,Lets go Brandon,['JoeBiden'],2021-12-03T04:00:00Z,,,,,,,0.0
1466620696415637510,USA,1466578686031929354,939091,Lets go Brandon!,Lets go Brandon!,en,Lets go Brandon!,['JoeBiden'],2021-12-03T04:00:00Z,,,,,,,0.0
1466620439279505415,USA,1466578686031929354,939091,LETS GO BRANDON!!!!!,LETS GO BRANDON!!!!!,en,LETS GO BRANDON!!!!!,['JoeBiden'],2021-12-03T04:00:00Z,,,,,,,0.0
1466620288078995460,USA,1466578686031929354,939091,"All Talk, No Action, Sounds Good, Doesn't Work, Never Going To Happen","All Talk, No Action, Sounds Good, Doesn't Work, Never Going To Happen",en,"All Talk, No Action, Sounds Good, Doesn't Work, Never Going To Happen",['JoeBiden'],2021-12-03T04:00:00Z,,,,,,,0.32499999999999996
1466620036379037697,USA,1466418132889837574,939091,Nah nah nah you chatting at this point. If you really want to do something cancel student debt! Build back better will cause more inflation which is killing our pockets already were are already +30% in inflation Joe. Cancel student debt!!,Nah nah nah you chatting at this point. If you really want to do something cancel student debt! Build back better will cause more inflation which is killing our pockets already were are already +30% in inflation Joe. Cancel student debt!!,en,Nah nah nah you chatting at this point. If you really want to do something cancel student debt! Build back better will cause more inflation which is killing our pockets already were are already +30% in inflation Joe. Cancel student debt!!,['JoeBiden'],2021-12-03T04:00:00Z,,,,,,,0.3828125
1466619450795311106,USA,1466466951069327360,939091,This country thrives when the middle class does,This country thrives when the middle class does,en,This country thrives when the middle class does,['JoeBiden'],2021-12-03T04:00:00Z,,,,,,,0.0
1466619346290044930,USA,1466418132889837574,939091,"Um...so far the bills at the kitchen table have skyrocketed, along with heating fuel and gas. I think your ""Build Back Better plan"" is the final nail in the coffin for the U.S. to ever recovering...as your past actions have dictated.","Um...so far the bills at the kitchen table have skyrocketed, along with heating fuel and gas. I think your ""Build Back Better plan"" is the final nail in the coffin for the U.S. to ever recovering...as your past actions have dictated.",en,"Um...so far the bills at the kitchen table have skyrocketed, along with heating fuel and gas. I think your ""Build Back Better plan"" is the final nail in the coffin for the U.S. to ever recovering...as your past actions have dictated.",['JoeBiden'],2021-12-03T04:00:00Z,,,,,,,0.06999999999999999
1466618846878572545,USA,1466418132889837574,939091,BURNT BULB BIDEN BLATANTLY LIES TODAY...... this is a doozie,BURNT BULB BIDEN BLATANTLY LIES TODAY...... this is a doozie,en,BURNT BULB BIDEN BLATANTLY LIES TODAY...... this is a doozie,['JoeBiden'],2021-12-03T04:00:00Z,,,['https://t.co/R6c465v7BD'],,,,-0.5
1466617114857377795,USA,1466511999458693124,939091,"That's a lie, you can't even cancel k in student loan to free millions and allowing them advance financially.Maybe if that debt wasn't like medical debt, it stalks you, automatically rejecting you from any life changing purchases.First home, decent car, starting a family.","That's a lie, you can't even cancel k in student loan to free millions and allowing them advance financially.Maybe if that debt wasn't like medical debt, it stalks you, automatically rejecting you from any life changing purchases.First home, decent car, starting a family.",en,"That's a lie, you can't even cancel k in student loan to free millions and allowing them advance financially.Maybe if that debt wasn't like medical debt, it stalks you, automatically rejecting you from any life changing purchases.First home, decent car, starting a family.",['JoeBiden'],2021-12-03T04:00:00Z,,,,,,,0.14166666666666666
1466617042014859269,USA,1466578686031929354,939091,"Dear Sir, Remained awake all night and all morning but nobody showed up, The whole exercise of the security establishment is just a sham.The real intention is to eliminate me. I have survived eighteen murder attempts...Zaheer Babar Warraich Advocate Islamabad Pakistan","Dear Sir, Remained awake all night and all morning but nobody showed up, The whole exercise of the security establishment is just a sham.The real intention is to eliminate me. I have survived eighteen murder attempts...Zaheer Babar Warraich Advocate Islamabad Pakistan",en,"Dear Sir, Remained awake all night and all morning but nobody showed up, The whole exercise of the security establishment is just a sham.The real intention is to eliminate me. I have survived eighteen murder attempts...Zaheer Babar Warraich Advocate Islamabad Pakistan",['JoeBiden'],2021-12-03T04:00:00Z,,,,,,,0.2
1466615109204291588,USA,1466511999458693124,939091,We have before you were president.,We have before you were president.,en,We have before you were president.,['JoeBiden'],2021-12-03T04:00:00Z,,,,,,,0.0
1466614884188057600,USA,1466511999458693124,939091,"You delivered for opec by closing our pipelines, you delivered Afghanistan and dead Americans to the Taliban. You gave us record gas prices. Id say you delivered for the little guy","You delivered for opec by closing our pipelines, you delivered Afghanistan and dead Americans to the Taliban. You gave us record gas prices. Id say you delivered for the little guy",en,"You delivered for opec by closing our pipelines, you delivered Afghanistan and dead Americans to the Taliban. You gave us record gas prices. Id say you delivered for the little guy",['JoeBiden'],2021-12-03T04:00:00Z,,,,,,,-0.19375
1466614760330379266,USA,1466418132889837574,939091,Is that a threat? Sounds like you have payback in mind if you dont get this bogus bill passed. Sounds just like something a dictator would say.,Is that a threat? Sounds like you have payback in mind if you dont get this bogus bill passed. Sounds just like something a dictator would say.,en,Is that a threat? Sounds like you have payback in mind if you dont get this bogus bill passed. Sounds just like something a dictator would say.,['JoeBiden'],2021-12-03T04:00:00Z,,,,,,,0.0
1466614046560423939,USA,1466511999458693124,939091,Not so far,Not so far,en,Not so far,['JoeBiden'],2021-12-03T04:00:00Z,,,,,,,0.1
1466611867330088964,USA,1466511999458693124,939091,Maybe If we can get the damn Democrats out of office!,Maybe If we can get the damn Democrats out of office!,en,Maybe If we can get the damn Democrats out of office!,['JoeBiden'],2021-12-03T04:00:00Z,,,,,,,0.0
1466611780407283716,USA,1466511999458693124,939091,How are Hunters artworks doing ?,How are Hunters artworks doing ?,en,How are Hunters artworks doing ?,['JoeBiden'],2021-12-03T04:00:00Z,,,,,,,0.0
1466611615143542784,USA,1466418132889837574,939091,"Too late, you already took care of the bills being higher at my table. THANKS JOEY!","Too late, you already took care of the bills being higher at my table. THANKS JOEY!",en,"Too late, you already took care of the bills being higher at my table. THANKS JOEY!",['JoeBiden'],2021-12-03T04:00:00Z,,,,,,,0.06666666666666667
1466611550677086209,USA,1466187103226798082,939091,I'm gonna say this slow because you seem to think you did something:Americans. Going. Back. To. Jobs. Created. Before. You. Came. Into. Office. Is. Not. You. Creating. Jobs.Also democratic voters were constantly shooting down funding for small businesses under Trump,I'm gonna say this slow because you seem to think you did something:Americans. Going. Back. To. Jobs. Created. Before. You. Came. Into. Office. Is. Not. You. Creating. Jobs.Also democratic voters were constantly shooting down funding for small businesses under Trump,en,I'm gonna say this slow because you seem to think you did something:Americans. Going. Back. To. Jobs. Created. Before. You. Came. Into. Office. Is. Not. You. Creating. Jobs.Also democratic voters were constantly shooting down funding for small businesses under Trump,['JoeBiden'],2021-12-03T04:00:00Z,['🤦🏼\u200d♂️'],,,,,,-0.14111111111111113
1466609606382129156,USA,1466578686031929354,939091,Thank you Mr. President,Thank you Mr. President,en,Thank you Mr. President,"['JoeBiden', 'GOPChairwoman']",2021-12-03T03:00:00Z,,,,,,,0.0
1466609389247229956,USA,1466578686031929354,939091,What about the Americans that you left in Afghanistan? When are you bringing them home?,What about the Americans that you left in Afghanistan? When are you bringing them home?,en,What about the Americans that you left in Afghanistan? When are you bringing them home?,['JoeBiden'],2021-12-03T03:00:00Z,,,,,,,0.0
1466607193956962306,USA,1466466951069327360,939091,Stop acting like you care about poor people,Stop acting like you care about poor people,en,Stop acting like you care about poor people,['JoeBiden'],2021-12-03T03:00:00Z,,,,,,,-0.2
1466606430820212744,USA,1465776653267779589,939091,See what Florida is doing and do what they do,See what Florida is doing and do what they do,en,See what Florida is doing and do what they do,"['JoeBiden', 'StephenKing']",2021-12-03T03:00:00Z,,,,,,,0.0
1466606332010590209,USA,1466511999458693124,939091,"I am indian &amp; ready to work + hrs but not getting job according to my experiences, but sadly no jobs","I am indian &amp; ready to work + hrs but not getting job according to my experiences, but sadly no jobs",en,"I am indian &amp; ready to work + hrs but not getting job according to my experiences, but sadly no jobs",['JoeBiden'],2021-12-03T03:00:00Z,['xp'],,,,,,0.225
1466605512955412489,USA,1466418132889837574,939091,"I always remind myself that some intern is writing and tweeting this out while Joe is sleeping, or wandering, or sleeping.","I always remind myself that some intern is writing and tweeting this out while Joe is sleeping, or wandering, or sleeping.",en,"I always remind myself that some intern is writing and tweeting this out while Joe is sleeping, or wandering, or sleeping.",['JoeBiden'],2021-12-03T03:00:00Z,,,,,,,0.0
1466604996745740290,USA,1466578686031929354,939091,I do not worship a God who diesI worship a living God who will not die,I do not worship a God who diesI worship a living God who will not die,en,I do not worship a God who diesI worship a living God who will not die,['JoeBiden'],2021-12-03T03:00:00Z,,,,,,,0.0
1466604976864641027,USA,1466578686031929354,939091,comfort,comfort,en,comfort,['JoeBiden'],2021-12-03T03:00:00Z,['💚'],,,,,,0.0
1466604952751513602,USA,1466578686031929354,939091,"Allah is the greatest . He is the creator of everything. Muhammad is the Messenger of AllahSay, ""He is Allah, [who is] One,Allah, the Eternal Refuge.He neither begets nor is born,Nor is there to Him any equivalent.""","Allah is the greatest . He is the creator of everything. Muhammad is the Messenger of AllahSay, ""He is Allah, [who is] One,Allah, the Eternal Refuge.He neither begets nor is born,Nor is there to Him any equivalent.""",en,"Allah is the greatest . He is the creator of everything. Muhammad is the Messenger of AllahSay, ""He is Allah, [who is] One,Allah, the Eternal Refuge.He neither begets nor is born,Nor is there to Him any equivalent.""",['JoeBiden'],2021-12-03T03:00:00Z,,,,,,,1.0
1466604248674844673,USA,1466418132889837574,939091,"THE AMERICAN PEOPLE OVERWHELMINGLY SUPPORT THE ""FULL"" T BUILD BACK BETTER INFRASTRUCTURE PLAN !!!!!END THE CORPORATE WELFARE STATE AND THE CONSERVATIVE WHITE MALE OLIGARCHY !!!!!!","THE AMERICAN PEOPLE OVERWHELMINGLY SUPPORT THE ""FULL"" T BUILD BACK BETTER INFRASTRUCTURE PLAN !!!!!END THE CORPORATE WELFARE STATE AND THE CONSERVATIVE WHITE MALE OLIGARCHY !!!!!!",en,"THE AMERICAN PEOPLE OVERWHELMINGLY SUPPORT THE ""FULL"" T BUILD BACK BETTER INFRASTRUCTURE PLAN !!!!!END THE CORPORATE WELFARE STATE AND THE CONSERVATIVE WHITE MALE OLIGARCHY !!!!!!",['JoeBiden'],2021-12-03T03:00:00Z,,,,,,,0.23125
1466601373542223875,USA,1466511999458693124,939091,Come on man you need to get out and make some noise you seem absent,Come on man you need to get out and make some noise you seem absent,en,Come on man you need to get out and make some noise you seem absent,['JoeBiden'],2021-12-03T03:00:00Z,,,,,,,0.0
1466601087838920717,USA,1466578686031929354,939091,Voter Rights Bill. Voter Rights Bill. Voter Rights Bill. KEEP YOUR WORD!,Voter Rights Bill. Voter Rights Bill. Voter Rights Bill. KEEP YOUR WORD!,en,Voter Rights Bill. Voter Rights Bill. Voter Rights Bill. KEEP YOUR WORD!,['JoeBiden'],2021-12-03T03:00:00Z,,,,,,,0.0
1466600350778118144,USA,1466578686031929354,939091,He doesnt know whether to wind his ass or scratch his clock,He doesnt know whether to wind his ass or scratch his clock,en,He doesnt know whether to wind his ass or scratch his clock,['JoeBiden'],2021-12-03T03:00:00Z,['😂'],,,,,,0.0
1466598973108629506,USA,1466511999458693124,939091,Sure my health insurance Doubled my co pay up and my deductible increase by $100. Please dont help anymore,Sure my health insurance Doubled my co pay up and my deductible increase by $100. Please dont help anymore,en,Sure my health insurance Doubled my co pay up and my deductible increase by $100. Please dont help anymore,['JoeBiden'],2021-12-03T03:00:00Z,,,,,,,0.5
1466598567938719747,USA,1466578686031929354,939091,Let's go Brandon,Let's go Brandon,en,Let's go Brandon,['JoeBiden'],2021-12-03T03:00:00Z,,,,,,,0.0
1466598412950851584,USA,1466511999458693124,939091,Resign,Resign,en,Resign,['JoeBiden'],2021-12-03T03:00:00Z,,,,,,,0.0
1466597859109654529,USA,1466511999458693124,939091,fail,fail,en,fail,['JoeBiden'],2021-12-03T03:00:00Z,,['bidenstudentloan'],,,,,-0.5
1466597416539283456,USA,1466578686031929354,939091,What happened in Afghanistan?,What happened in Afghanistan?,en,What happened in Afghanistan?,['JoeBiden'],2021-12-03T03:00:00Z,,,,,,,0.0
1466597152415629317,USA,1466511999458693124,939091,right - before you were in office and again when you are out,right - before you were in office and again when you are out,en,right - before you were in office and again when you are out,['JoeBiden'],2021-12-03T03:00:00Z,,,,,,,0.2857142857142857
1466597112489992193,USA,1466578686031929354,939091,Dementia!,Dementia!,in,,['JoeBiden'],2021-12-03T03:00:00Z,,,,,,,0.0
1466596771610521604,USA,1466578686031929354,939091,"You dont care, ! You and left American service members stranded in Afghanistan behind enemy lines","You dont care, ! You and left American service members stranded in Afghanistan behind enemy lines",en,"You dont care, ! You and left American service members stranded in Afghanistan behind enemy lines","['JoeBiden', 'JoeBiden', 'KamalaHarris']",2021-12-03T03:00:00Z,,,,,,,-0.13333333333333333
1466596742871207939,USA,1466511999458693124,939091,MyPresident,MyPresident,en,MyPresident,['JoeBiden'],2021-12-03T03:00:00Z,,,,,,,0.0
1466596643596242945,USA,1466578686031929354,939091,Did you forget about the Americans you left in Afghanistan??,Did you forget about the Americans you left in Afghanistan??,en,Did you forget about the Americans you left in Afghanistan??,['JoeBiden'],2021-12-03T03:00:00Z,,,,,,,0.0
1466596103084597253,USA,1466511999458693124,939091,"You won't win on feel-good policy alone. We need aggressive action to protect democracy or none of this matters. It's not business as usual. Listen to those who know the old GOP is dead &amp; dangerous. Put together a war room, get better advisors &amp; stop ignoring us!","You won't win on feel-good policy alone. We need aggressive action to protect democracy or none of this matters. It's not business as usual. Listen to those who know the old GOP is dead &amp; dangerous. Put together a war room, get better advisors &amp; stop ignoring us!",en,"You won't win on feel-good policy alone. We need aggressive action to protect democracy or none of this matters. It's not business as usual. Listen to those who know the old GOP is dead &amp; dangerous. Put together a war room, get better advisors &amp; stop ignoring us!",['JoeBiden'],2021-12-03T03:00:00Z,,,,,,,0.08214285714285716
1466596053004611584,USA,1466418132889837574,939091,You mean build back broke ?,You mean build back broke ?,en,You mean build back broke ?,['JoeBiden'],2021-12-03T03:00:00Z,,,,,,,-0.15625
1466595648824774656,USA,1466466951069327360,939091,Blah blah blah . Start innovating Dino,Blah blah blah . Start innovating Dino,in,,['JoeBiden'],2021-12-03T03:00:00Z,['🦖'],,,,,,0.0
1466595305273495557,USA,1466578686031929354,939091,"Creating and making USA better has been an amazing journey for a better city, better community and better country... but getting threats from negative people not fun at all.. being used and abused as sport person is really disappointed","Creating and making USA better has been an amazing journey for a better city, better community and better country... but getting threats from negative people not fun at all.. being used and abused as sport person is really disappointed",en,"Creating and making USA better has been an amazing journey for a better city, better community and better country... but getting threats from negative people not fun at all.. being used and abused as sport person is really disappointed",['JoeBiden'],2021-12-03T02:00:00Z,['😞'],,,,,,0.17500000000000004
1466594739340390400,USA,1466511999458693124,939091,WTF you do all day ??? You got all these federal resources . Why don't you shake the tree!,WTF you do all day ??? You got all these federal resources . Why don't you shake the tree!,en,WTF you do all day ??? You got all these federal resources . Why don't you shake the tree!,['JoeBiden'],2021-12-03T02:00:00Z,,,,,,,-0.625
1466594633270632456,USA,1466511999458693124,939091,"Can USA offering refugee claimants option to apply for green card if they have worked in health care sector during pandemic and providing direct patients care as part their job . I'm here serving the great American people to defeat pandemic, I have vaccinated hundreds","Can USA offering refugee claimants option to apply for green card if they have worked in health care sector during pandemic and providing direct patients care as part their job . I'm here serving the great American people to defeat pandemic, I have vaccinated hundreds",en,"Can USA offering refugee claimants option to apply for green card if they have worked in health care sector during pandemic and providing direct patients care as part their job . I'm here serving the great American people to defeat pandemic, I have vaccinated hundreds",['JoeBiden'],2021-12-03T02:00:00Z,,['COVIDー19'],,,,,0.17500000000000002
1466594412683661314,USA,1466511999458693124,939091,AMERICAN FAMILIES FIRST,AMERICAN FAMILIES FIRST,en,AMERICAN FAMILIES FIRST,['JoeBiden'],2021-12-03T02:00:00Z,,,,,,,0.125
1466594382061002755,USA,1466466951069327360,939091,Its worked every time the govt has gotten out of the way.,Its worked every time the govt has gotten out of the way.,en,Its worked every time the govt has gotten out of the way.,['JoeBiden'],2021-12-03T02:00:00Z,,,,,,,0.0
1466594258991812610,USA,1466511999458693124,939091,Why don't you take drone surveillance proposals and roll out cities as a major pilot and stop this looting crap ???,Why don't you take drone surveillance proposals and roll out cities as a major pilot and stop this looting crap ???,en,Why don't you take drone surveillance proposals and roll out cities as a major pilot and stop this looting crap ???,['JoeBiden'],2021-12-03T02:00:00Z,,,,,,,-0.36875
1466594135301705729,USA,1466578686031929354,939091,This plus all the money theyre saving on gas and theyre on easy street!,This plus all the money theyre saving on gas and theyre on easy street!,en,This plus all the money theyre saving on gas and theyre on easy street!,['JoeBiden'],2021-12-03T02:00:00Z,,,,,,,0.5416666666666667
1466593483418910721,USA,1466466951069327360,939091,I agree President Biden,I agree President Biden,en,I agree President Biden,['JoeBiden'],2021-12-03T02:00:00Z,,,,,,,0.0
1466593263335395329,USA,1466466951069327360,939091,"Working more than four years with those people, their way were stuck the next generation for their convenience, used and abused were and are their legacy.. no future with them., laziness, alcohol and threats.. so disappointed","Working more than four years with those people, their way were stuck the next generation for their convenience, used and abused were and are their legacy.. no future with them., laziness, alcohol and threats.. so disappointed",en,"Working more than four years with those people, their way were stuck the next generation for their convenience, used and abused were and are their legacy.. no future with them., laziness, alcohol and threats.. so disappointed",['JoeBiden'],2021-12-03T02:00:00Z,,,,,,,-0.0625
1466593057902678023,USA,1466511999458693124,939091,Please deliver voting rights for the people!,Please deliver voting rights for the people!,en,Please deliver voting rights for the people!,['JoeBiden'],2021-12-03T02:00:00Z,,,,,,,0.0
1466592795427176451,USA,1466466951069327360,939091,Re read this. Dude literally said. It only works if blue collar Americans do the rebuilding. Meaning,Re read this. Dude literally said. It only works if blue collar Americans do the rebuilding. Meaning,en,Re read this. Dude literally said. It only works if blue collar Americans do the rebuilding. Meaning,['JoeBiden'],2021-12-03T02:00:00Z,,,,,,,0.0
1466592777408557059,USA,1466578686031929354,939091,Don't send the troops to the wrong war like you did before please. I am very sad for the American soldiers because these poor people kids have been sent to the wrong war and die and suffer for the wrong reason. So sad.,Don't send the troops to the wrong war like you did before please. I am very sad for the American soldiers because these poor people kids have been sent to the wrong war and die and suffer for the wrong reason. So sad.,en,Don't send the troops to the wrong war like you did before please. I am very sad for the American soldiers because these poor people kids have been sent to the wrong war and die and suffer for the wrong reason. So sad.,['JoeBiden'],2021-12-03T02:00:00Z,,,,,,,-0.43571428571428567
1466592280962224130,USA,1466578686031929354,939091,Hey I want in on the grift - can I get a painting distributor ship for a few countries lol idk,Hey I want in on the grift - can I get a painting distributor ship for a few countries lol idk,en,Hey I want in on the grift - can I get a painting distributor ship for a few countries lol idk,['JoeBiden'],2021-12-03T02:00:00Z,"['🤷🏽\u200d♀️', '🖼', '🤷', '🤷\u200d♂️']",,,,,,0.30000000000000004
1466592068503883777,USA,1466187103226798082,939091,Then why is everywhere around me STILL trying to hire at desperate levels??,Then why is everywhere around me STILL trying to hire at desperate levels??,en,Then why is everywhere around me STILL trying to hire at desperate levels??,['JoeBiden'],2021-12-03T02:00:00Z,,,,,,,-0.6
1466592009804603398,USA,1466578686031929354,939091,Hey their Jab'n thinking if you really want a mandate something why not mandate that all federal and state vehicles must be Electric that might show the government's commitment to this mythical climate change. Keep your mandates to the government and away from the public sector,Hey their Jab'n thinking if you really want a mandate something why not mandate that all federal and state vehicles must be Electric that might show the government's commitment to this mythical climate change. Keep your mandates to the government and away from the public sector,en,Hey their Jab'n thinking if you really want a mandate something why not mandate that all federal and state vehicles must be Electric that might show the government's commitment to this mythical climate change. Keep your mandates to the government and away from the public sector,['JoeBiden'],2021-12-03T02:00:00Z,,,,,,,0.1
1466591479476809728,USA,1466511999458693124,939091,"But Joe, don't you hate working Americans?","But Joe, don't you hate working Americans?",en,"But Joe, don't you hate working Americans?",['JoeBiden'],2021-12-03T02:00:00Z,,,,,,,-0.8
1466591106460704769,USA,1466578686031929354,939091,You Saving me lots on gas old fogie.,You Saving me lots on gas old fogie.,en,You Saving me lots on gas old fogie.,['JoeBiden'],2021-12-03T02:00:00Z,,,,,,,0.1
1466591083538882561,USA,1466511999458693124,939091,Respectfully Mr President working families need democracy.,Respectfully Mr President working families need democracy.,en,Respectfully Mr President working families need democracy.,['JoeBiden'],2021-12-03T02:00:00Z,,,,,,,0.5
1466589924514172934,USA,1466578686031929354,939091,Good job ...,Good job ...,en,Good job ...,['JoeBiden'],2021-12-03T02:00:00Z,,,,,,,0.7
